"WORD","FREQ"
"hour",3492
"fire",3483
"paper",3477
"father",3454
"picture",3454
"pick",3452
"age",3451
"record",3451
"son",3437
"mom",3434
"wonderful",3434
"eat",3424
"understand",3416
"field",3408
"meet",3403
"coach",3375
"expected",3365
"wife",3358
"available",3357
"church",3353
"recently",3351
"level",3342
"director",3339
"birthday",3337
"himself",3337
"department",3328
"challenge",3326
"jobs",3323
"works",3322
"happened",3320
"medical",3315
"happen",3310
"budget",3306
"song",3299
"simple",3298
"club",3297
"received",3297
"earlier",3294
"longer",3288
"human",3287
"sweet",3287
"major",3279
"media",3275
"services",3267
"boy",3262
"companies",3260
"spent",3258
"based",3237
"worth",3231
"break",3226
"gone",3218
"oil",3217
"interesting",3214
"im",3213
"spring",3208
"themselves",3205
"war",3191
"plans",3179
"email",3177
"shows",3151
"education",3148
"loved",3146
"cost",3144
"brown",3143
"can’t",3141
"guess",3141
"hold",3137
"won",3126
"simply",3123
"walk",3123
"continue",3117
"include",3116
"issues",3116
"yeah",3115
"wednesday",3110
"perhaps",3096
"cover",3091
"yearold",3085
"act",3075
"seem",3075
"energy",3064
"chief",3056
"christmas",3053
"definitely",3048
"return",3048
"wine",3047
"fans",3046
"finished",3036
"held",3029
"moving",3024
"ways",3023
"door",3020
"seven",3018
"control",3012
"yourself",3012
"obama",3009
"dinner",3002
"political",2997
"met",2991
"air",2982
"goal",2982
"wrote",2981
"questions",2978
"giving",2976
"likely",2976
"race",2973
"hair",2970
"ones",2965
"what's",2965
"dr",2962
"sleep",2960
"drive",2957
"site",2946
"price",2926
"cannot",2924
"economic",2924
"despite",2923
"main",2922
"staff",2918
"california",2914
"washington",2907
"tv",2902
"w",2901
"hate",2895
"loss",2887
"girls",2886
"sorry",2885
"character",2873
"provide",2872
"success",2871
"waiting",2863
"led",2861
"personal",2857
"haha",2851
"career",2847
"daughter",2839
"answer",2836
"spend",2835
"usually",2826
"current",2822
"bed",2821
"cleveland",2820
"lots",2819
"ok",2819
"financial",2815
"offer",2814
"research",2812
"cause",2811
"bar",2810
"example",2810
"became",2808
"stories",2804
"yesterday",2800
"david",2797
"mark",2790
"council",2783
"form",2783
"she's",2780
"blue",2778
"interest",2765
"middle",2759
"sent",2755
"hands",2749
"dark",2747
"piece",2745
"gonna",2744
"coffee",2737
"huge",2735
"role",2725
"fine",2723
"feet",2710
"billion",2709
"amount",2708
"further",2705
"due",2704
"seeing",2703
"certainly",2700
"difficult",2699
"b",2692
"problems",2689
"united",2681
"decision",2678
"member",2677
"brought",2670
"football",2668
"itself",2668
"international",2666
"america",2663
"couldn't",2654
"trip",2654
"conference",2650
"average",2647
"entire",2642
"dog",2633
"moved",2630
"details",2628
"page",2626
"sound",2625
"allow",2624
"private",2617
"step",2615
"residents",2614
"heat",2611
"fresh",2609
"teams",2608
"haven't",2607
"died",2606
"cold",2593
"louis",2591
"doesn’t",2587
"whose",2587
"save",2581
"alone",2580
"crazy",2580
"message",2580
"action",2574
"dead",2567
"band",2565
"rock",2558
"land",2554
"development",2551
"practice",2551
"cup",2547
"certain",2546
"sun",2543
"knows",2529
"focus",2524
"industry",2522
"design",2518
"written",2516
"sports",2514
"position",2510
"total",2510
"jesus",2505
"upon",2496
"send",2494
"stand",2494
"higher",2493
"whatever",2493
"choice",2490
"changes",2487
"training",2485
"lunch",2483
"campaign",2480
"chicken",2475
"sign",2475
"attention",2471
"technology",2470
"pass",2468
"opportunity",2467
"similar",2464
"weather",2463
"website",2462
"learned",2460
"you’re",2459
"judge",2458
"jersey",2455
"“i",2448
"quickly",2448
"we've",2445
"voice",2440
"east",2438
"facebook",2437
"helped",2433
"paul",2433
"deep",2430
"learning",2430
"opening",2429
"ideas",2426
"result",2421
"plus",2418
"sort",2415
"photo",2410
"date",2409
"view",2408
"runs",2404
"created",2396
"chicago",2392
"sister",2391
"round",2389
"below",2388
"g",2388
"leaving",2388
"low",2387
"wall",2387
"track",2381
"projects",2380
"begin",2379
"wonder",2375
"quality",2374
"league",2373
"sales",2372
"june",2371
"funny",2367
"reported",2365
"“",2364
"busy",2364
"style",2364
"oregon",2360
"glad",2359
"toward",2358
"ground",2350
"smith",2347
"sounds",2344
"events",2338
"republican",2338
"complete",2337
"press",2337
"gives",2334
"note",2334
"sit",2332
"type",2332
"society",2331
"kept",2330
"completely",2329
"statement",2329
"ball",2328
"fourth",2323
"vote",2322
"afternoon",2316
"born",2316
"husband",2315
"beat",2314
"boys",2314
"pictures",2311
"let's",2309
"floor",2308
"sitting",2306
"employees",2304
"eight",2301
"color",2299
"he’s",2298
"key",2297
"shit",2297
"straight",2292
"player",2288
"la",2287
"portland",2284
"exactly",2281
"taste",2280
"figure",2276
"bought",2275
"value",2273
"serious",2271
"box",2264
"chocolate",2262
"involved",2262
"extra",2259
"executive",2258
"minute",2256
"consider",2254
"fell",2254
"star",2253
"table",2253
"test",2249
"expect",2247
"bowl",2246
"fast",2243
"spending",2236
"present",2234
"super",2232
"paid",2230
"products",2228
"rate",2227
"c",2226
"choose",2225
"forget",2225
"ahead",2224
"anyway",2221
"join",2218
"period",2218
"michael",2216
"welcome",2216
"eye",2209
"release",2209
"legal",2205
"released",2201
"daily",2198
"stage",2196
"seemed",2193
"quarter",2192
"reach",2190
"security",2189
"comment",2187
"fan",2184
"reports",2177
"ability",2176
"miles",2173
"bottom",2170
"fear",2170
"allowed",2169
"garden",2167
"blood",2166
"teacher",2165
"double",2161
"increase",2161
"cream",2160
"gift",2155
"student",2155
"changed",2154
"beach",2152
"scene",2149
"title",2149
"there’s",2147
"popular",2146
"river",2146
"common",2144
"texas",2144
"throughout",2144
"central",2140
"relationship",2140
"rights",2138
"effort",2136
"ended",2136
"trust",2136
"truth",2132
"library",2125
"size",2125
"rain",2121
"followed",2119
"original",2118
"seriously",2115
"situation",2114
"we'll",2112
"data",2107
"�",2106
"passed",2101
"fight",2098
"photos",2096
"“the",2094
"eating",2094
"tough",2092
"recipe",2091
"beginning",2089
"includes",2083
"property",2081
"tweet",2080
"build",2078
"named",2078
"travel",2077
"workers",2077
"evening",2076
"safety",2075
"wear",2074
"hall",2071
"served",2071
"places",2070
"restaurant",2069
"dream",2065
"numbers",2064
"teachers",2063
"whom",2063
"james",2061
"senior",2061
"telling",2057
"growing",2052
"p",2052
"characters",2051
"hospital",2048
"product",2048
"tour",2046
"economy",2044
"pain",2043
"rules",2043
"dance",2042
"manager",2042
"parts",2041
"shop",2039
"study",2035
"items",2032
"stopped",2030
"various",2030
"hurt",2029
"natural",2025
"rose",2022
"beyond",2021
"comments",2021
"attorney",2015
"truly",2015
"families",2012
"onto",2012
"kitchen",2010
"sugar",2007
"version",2006
"x",2003
"production",2000
"finish",1998
"military",1991
"article",1989
"positive",1987
"lovely",1986
"okay",1985
"wearing",1983
"asking",1980
"missed",1980
"aren't",1978
"evidence",1976
"clean",1975
"officer",1975
"defense",1974
"hell",1973
"sat",1972
"walking",1972
"grow",1971
"performance",1971
"fit",1968
"collection",1966
"lower",1966
"internet",1965
"luck",1963
"pieces",1960
"serve",1960
"totally",1960
"brother",1959
"driving",1959
"included",1957
"sell",1956
"author",1954
"base",1951
"kid",1951
"lord",1949
"mine",1945
"mix",1940
"hearing",1937
"lines",1936
"ran",1936
"built",1933
"winter",1928
"you'll",1927
"required",1926
"starts",1926
"hotel",1925
"enjoyed",1923
"warm",1923
"de",1921
"interested",1920
"access",1918
"spot",1914
"chris",1913
"nature",1913
"raised",1908
"annual",1906
"mostly",1904
"gold",1901
"sex",1901
"costs",1899
"results",1899
"calls",1897
"wasn’t",1897
"feels",1896
"drop",1895
"potential",1894
"wow",1893
"ice",1892
"leaders",1892
"customers",1884
"currently",1883
"bank",1881
"marriage",1879
"offers",1878
"wouldn't",1876
"apparently",1874
"isn’t",1874
"session",1872
"officers",1868
"particular",1867
"killed",1865
"review",1864
"risk",1861
"sad",1861
"finding",1860
"imagine",1851
"particularly",1850
"justice",1849
"you've",1849
"ya",1847
"july",1846
"previous",1846
"etc",1844
"english",1843
"shopping",1841
"growth",1840
"lose",1838
"block",1837
"meant",1836
"lake",1832
"cases",1830
"cute",1829
"seat",1829
"difference",1828
"investigation",1825
"address",1823
"except",1823
"credit",1822
"speak",1822
"eventually",1821
"leader",1821
"poor",1821
"proud",1818
"dad",1817
"earth",1813
"force",1813
"response",1813
"majority",1809
"caught",1804
"image",1804
"king",1804
"die",1803
"draft",1803
"fat",1802
"contract",1801
"healthy",1798
"policy",1797
"approach",1796
"r",1795
"winning",1791
"worse",1791
"cheese",1789
"association",1788
"contact",1788
"happens",1786
"science",1784
"via",1782
"�",1780
"n",1777
"watched",1777
"americans",1775
"interview",1773
"union",1772
"owner",1771
"calling",1767
"election",1766
"drink",1765
"goals",1763
"tired",1762
"walked",1762
"glass",1760
"necessary",1760
"orange",1760
"homes",1755
"bus",1754
"showed",1754
"programs",1752
"areas",1748
"putting",1748
"sold",1748
"keeping",1747
"listen",1745
"touch",1745
"revenue",1742
"considered",1740
"term",1740
"computer",1738
"quick",1736
"trade",1736
"secret",1735
"fair",1734
"bigger",1732
"link",1732
"losing",1731
"leaves",1729
"committee",1728
"absolutely",1727
"grew",1727
"skin",1727
"faith",1726
"account",1723
"closed",1723
"nine",1722
"agree",1718
"rich",1717
"ass",1716
"posted",1716
"thoughts",1716
"voters",1715
"additional",1713
"filled",1713
"terms",1712
"opened",1711
"doctor",1708
"wide",1707
"selling",1706
"i’ll",1705
"mike",1704
"announced",1703
"gas",1702
"groups",1699
"tea",1699
"robert",1697
"easily",1695
"married",1694
"plays",1694
"doubt",1692
"bag",1689
"avenue",1688
"offered",1688
"grade",1685
"immediately",1683
"cards",1681
"effect",1679
"foot",1677
"lack",1677
"attack",1675
"fill",1674
"records",1674
"search",1673
"reality",1672
"slow",1671
"album",1670
"los",1670
"mention",1670
"spirit",1669
"bay",1668
"'s",1667
"bridge",1667
"management",1665
"biggest",1662
"catch",1660
"dollars",1656
"none",1656
"regular",1655
"salt",1653
"e",1651
"they’re",1651
"we’re",1650
"guard",1649
"january",1649
"tree",1649
"official",1647
"sauce",1647
"grand",1646
"island",1645
"scored",1645
"damn",1644
"songs",1644
"winner",1644
"easier",1642
"missing",1642
"anymore",1638
"physical",1637
"yards",1634
"planning",1633
"valley",1633
"charges",1632
"realize",1630
"tickets",1629
"receive",1625
"kill",1623
"reasons",1623
"weight",1623
"station",1622
"tom",1622
"culture",1620
"hill",1617
"francisco",1616
"safe",1616
"radio",1613
"subject",1612
"insurance",1607
"impact",1606
"train",1606
"adding",1604
"lucky",1604
"apple",1603
"m",1602
"throw",1602
"successful",1601
"picked",1600
"smile",1600
"designed",1596
"writer",1596
"george",1593
"classes",1592
"trouble",1590
"wanna",1590
"peace",1589
"audience",1587
"cooking",1587
"lived",1587
"language",1586
"honor",1584
"loves",1581
"organization",1581
"k",1580
"authorities",1579
"indeed",1578
"heavy",1577
"plenty",1574
"agency",1573
"worst",1571
"airport",1569
"joe",1569
"arizona",1568
"cake",1568
"cook",1568
"remove",1567
"williams",1567
"butter",1565
"readers",1565
"i’d",1563
"attempt",1562
"remain",1562
"score",1562
"stock",1561
"overall",1560
"taxes",1560
"clearly",1556
"listening",1556
"christian",1555
"raise",1555
"sick",1554
"august",1553
"congress",1551
"failed",1550
"showing",1549
"text",1549
"arrived",1547
"hopefully",1547
"award",1545
"degree",1542
"published",1542
"christ",1540
"advice",1538
"construction",1532
"signed",1531
"novel",1527
"here's",1525
"stores",1524
"administration",1523
"chinese",1523
"speaking",1523
"dont",1522
"movement",1522
"hoping",1521
"twice",1521
"creative",1520
"helping",1520
"forced",1518
"sale",1516
"businesses",1515
"model",1511
"reached",1508
"modern",1507
"headed",1505
"trial",1503
"obviously",1502
"mayor",1501
"worry",1501
"skills",1500
"letter",1499
"wedding",1498
"actual",1497
"corner",1497
"crime",1497
"patients",1496
"helps",1494
"benefit",1492
"camp",1492
"lady",1491
"holiday",1490
"becomes",1487
"standing",1487
"benefits",1485
"marketing",1481
"leading",1479
"ticket",1479
"roll",1477
"golden",1476
"target",1473
"florida",1472
"sea",1472
"latest",1471
"network",1470
"johnson",1469
"ur",1468
"angeles",1462
"larger",1459
"plant",1454
"features",1453
"folks",1452
"protect",1452
"ride",1451
"forever",1450
"criminal",1449
"notes",1449
"older",1449
"towards",1448
"fashion",1446
"addition",1445
"agreed",1445
"fuck",1445
"global",1444
"serving",1444
"flowers",1443
"closer",1442
"camera",1441
"cars",1441
"holding",1441
"slightly",1441
"coast",1440
"turns",1438
"normal",1437
"shooting",1437
"downtown",1434
"push",1434
"traditional",1434
"cancer",1432
"spread",1431
"french",1430
"thousands",1430
"december",1429
"nor",1429
"ten",1429
"decide",1428
"charge",1426
"santa",1425
"ends",1424
"journey",1423
"followers",1422
"comfortable",1420
"liked",1420
"match",1420
"prices",1418
"supposed",1418
"soul",1416
"caused",1413
"dear",1412
"knowledge",1412
"largest",1412
"realized",1412
"breakfast",1411
"british",1411
"individual",1411
"setting",1410
"square",1410
"produce",1409
"senate",1407
"faces",1406
"significant",1406
"vs",1406
"authority",1405
"nfl",1405
"republicans",1404
"prison",1400
"dress",1397
"february",1397
"inspired",1395
"artist",1394
"region",1394
"democrats",1393
"nobody",1393
"limited",1392
"moments",1392
"rep",1392
"smaller",1392
"paying",1391
"aside",1390
"content",1390
"november",1390
"van",1390
"surprised",1389
"brain",1388
"creating",1388
"tells",1388
"neither",1387
"talked",1387
"debate",1386
"sharing",1385
"thomas",1385
"appear",1384
"q",1384
"variety",1382
"names",1381
"paint",1380
"arrested",1379
"jack",1379
"uses",1379
"christie",1374
"pink",1374
"sides",1373
"stars",1373
"appears",1371
"levels",1371
"wild",1371
"romney",1370
"crisis",1369
"dropped",1368
"gotta",1368
"greater",1366
"improve",1365
"unique",1364
"seconds",1362
"becoming",1361
"commercial",1361
"window",1361
"younger",1359
"cuts",1357
"agreement",1356
"china",1356
"avoid",1355
"professional",1355
"thinks",1355
"trees",1354
"schedule",1353
"pulled",1351
"stupid",1351
"measure",1350
"jones",1346
"clothes",1345
"gotten",1345
"steve",1345
"basketball",1344
"charged",1344
"firm",1342
"require",1342
"speed",1342
"range",1340
"menu",1338
"pages",1338
"pop",1338
"victory",1338
"charles",1337
"planned",1337
"strength",1334
"battle",1332
"drug",1331
"dry",1330
"highly",1329
"section",1328
"knowing",1327
"nights",1327
"primary",1326
"appreciate",1325
"efforts",1324
"millions",1324
"herself",1321
"quiet",1320
"treatment",1316
"cash",1315
"compared",1315
"directly",1315
"hi",1315
"joy",1314
"television",1314
"famous",1313
"surgery",1312
"bread",1311
"wind",1311
"filed",1310
"complex",1309
"continues",1309
"direction",1309
"shots",1309
"rule",1308
"mentioned",1307
"broke",1303
"conversation",1302
"episode",1302
"meanwhile",1301
"plants",1300
"unfortunately",1300
"crowd",1299
"milk",1299
"democratic",1298
"mountain",1298
"provided",1297
"increased",1296
"owners",1296
"surprise",1294
"flight",1293
"investment",1293
"rates",1293
"countries",1292
"unless",1292
"martin",1291
"continued",1290
"museum",1290
"treat",1290
"pair",1289
"brand",1286
"handle",1284
"civil",1283
"shoot",1283
"aware",1282
"cast",1282
"separate",1282
"labor",1281
"meat",1281
"snow",1281
"possibly",1279
"ourselves",1278
"willing",1278
"gov",1277
"hopes",1277
"oven",1277
"managed",1276
"turning",1275
"ingredients",1274
"october",1274
"jim",1273
"jan",1272
"nd",1271
"o",1271
"shape",1271
"championship",1270
"classic",1270
"google",1269
"shared",1269
"excellent",1268
"income",1268
"parking",1267
"baseball",1266
"driver",1265
"fish",1264
"resources",1263
"stadium",1262
"decisions",1261
"exciting",1261
"thus",1261
"jr",1260
"mad",1260
"related",1259
"spoke",1259
"broken",1257
"buying",1257
"purpose",1257
"funds",1255
"september",1255
"couldn’t",1254
"heading",1254
"fellow",1253
"signs",1253
"arms",1250
"rice",1250
"uk",1250
"violence",1250
"claim",1247
"count",1247
"literally",1247
"tiny",1247
"developed",1246
"ha",1245
"shoes",1244
"streets",1244
"everyday",1242
"movies",1242
"pan",1242
"purchase",1242
"theater",1242
"digital",1241
"offense",1241
"understanding",1240
"covered",1239
"magic",1237
"everybody",1236
"leadership",1235
"southern",1234
"theme",1234
"sites",1233
"activities",1232
"disease",1232
"explain",1232
"basically",1231
"posts",1231
"respect",1229
"noticed",1228
"speech",1227
"accept",1226
"assistant",1224
"plastic",1224
"won’t",1223
"london",1222
"singing",1222
"source",1221
"fruit",1220
"gay",1220
"pull",1220
"brings",1219
"dreams",1219
"loving",1219
"shown",1219
"candidate",1217
"notice",1216
"failure",1215
"parties",1215
"shall",1215
"standard",1215
"scott",1214
"concerned",1212
"smart",1212
"guilty",1211
"meaning",1211
"edge",1210
"western",1210
"cross",1208
"ah",1206
"joined",1206
"mile",1206
"funding",1205
"self",1205
"century",1204
"housing",1204
"enter",1203
"generally",1202
"traffic",1201
"apart",1199
"fund",1199
"mouth",1199
"foundation",1198
"keeps",1198
"omg",1198
"studio",1198
"tips",1198
"carry",1196
"congrats",1195
"previously",1195
"row",1195
"earned",1190
"lately",1190
"writers",1190
"holy",1189
"remaining",1189
"baltimore",1188
"estate",1188
"junior",1186
"bob",1185
"code",1185
"spokesman",1185
"craft",1184
"allows",1183
"appeared",1182
"dogs",1181
"freedom",1181
"hundreds",1181
"memory",1181
"stick",1180
"fucking",1179
"vision",1179
"delicious",1178
"extremely",1178
"knee",1178
"commission",1177
"festival",1177
"beauty",1176
"coverage",1176
"professor",1176
"slowly",1175
"colors",1174
"environment",1174
"rd",1174
"village",1173
"nation",1172
"seeking",1172
"gop",1171
"option",1171
"pressure",1171
"teaching",1171
"tears",1170
"bright",1169
"greatest",1169
"meal",1169
"changing",1168
"returned",1168
"images",1167
"religious",1167
"somehow",1167
"state's",1167
"vacation",1167
"acting",1166
"detroit",1166
"artists",1165
"somewhere",1164
"alive",1162
"expensive",1162
"stuck",1162
"year's",1162
"considering",1161
"options",1161
"taught",1161
"chef",1160
"population",1160
"dc",1157
"eggs",1157
"fox",1157
"likes",1157
"egg",1156
"wake",1156
"machine",1155
"approved",1154
"focused",1154
"hits",1154
"injuries",1154
"begins",1152
"drinking",1152
"fifth",1152
"yellow",1152
"chosen",1149
"scheduled",1149
"weird",1148
"therefore",1146
"bottle",1145
"committed",1145
"boston",1143
"hello",1142
"specific",1142
"competition",1139
"governor",1139
"basic",1138
"fighting",1138
"israel",1136
"advantage",1134
"copy",1133
"remains",1133
"transportation",1133
"army",1132
"citizens",1132
"master",1132
"missouri",1132
"division",1129
"draw",1129
"powerful",1129
"fantastic",1128
"entertainment",1127
"ill",1126
"chose",1123
"concerns",1123
"info",1121
"teach",1121
"laugh",1120
"location",1119
"assembly",1118
"web",1118
"bet",1117
"europe",1117
"jump",1116
"till",1116
"capital",1115
"adult",1114
"pepper",1113
"tip",1113
"usual",1113
"inc",1112
"elected",1111
"offering",1111
"birth",1110
"fees",1109
"soft",1109
"lets",1108
"otherwise",1108
"screen",1106
"chairman",1105
"prevent",1103
"emergency",1100
"exchange",1100
"cities",1099
"provides",1099
"victims",1098
"“we",1097
"bunch",1097
"connection",1096
"arts",1094
"female",1092
"laws",1092
"ages",1091
"j",1090
"matt",1090
"route",1090
"hasn't",1089
"somewhat",1089
"visiting",1088
"happening",1087
"hang",1086
"stood",1086
"described",1083
"feature",1082
"inch",1082
"independent",1082
"ryan",1082
"discussion",1080
"honest",1080
"opinion",1080
"yard",1079
"desire",1078
"moon",1078
"systems",1076
"phoenix",1075
"kansas",1072
"negative",1071
"pack",1071
"vice",1070
"background",1069
"crew",1069
"direct",1069
"solid",1069
"anywhere",1065
"opportunities",1065
"peter",1065
"debt",1064
"placed",1064
"exercise",1063
"celebrate",1062
"discovered",1062
"tim",1062
"path",1061
"vehicle",1061
"heights",1060
