"WORD","FREQ"
"case",3272
"ago",3265
"water",3260
"early",3254
"small",3241
"follow",3238
"myself",3237
"later",3229
"change",3224
"win",3218
"together",3214
"coming",3179
"maybe",3173
"tonight",3149
"name",3143
"post",3121
"believe",3107
"black",3106
"less",3106
"president",3099
"office",3092
"group",3087
"thank",3070
"kids",3061
"asked",3058
"please",3056
"music",3046
"heart",3041
"nice",3029
"month",3015
"white",3010
"almost",2989
"person",2984
"five",2982
"yes",2980
"care",2973
"however",2973
"stop",2973
"using",2973
"minutes",2972
"women",2971
"side",2963
"young",2955
"hours",2954
"several",2945
"we're",2945
"health",2939
"center",2918
"he's",2917
"probably",2907
"community",2906
"oh",2906
"local",2892
"i'll",2883
"full",2879
"former",2873
"government",2870
"blog",2848
"american",2823
"park",2805
"number",2797
"comes",2790
"there's",2783
"car",2781
"mind",2767
"add",2765
"doesn't",2760
"weeks",2757
"lost",2752
"law",2747
"news",2744
"half",2734
"friday",2733
"board",2732
"soon",2700
"area",2680
"program",2678
"national",2670
"become",2664
"idea",2655
"fact",2629
"often",2629
"remember",2594
"whole",2588
"wait",2581
"party",2580
"students",2574
"class",2573
"months",2573
"girl",2568
"saying",2566
"store",2563
"saw",2562
"weekend",2543
"friend",2540
"support",2536
"plan",2532
"check",2521
"anyone",2517
"face",2516
"service",2505
"university",2503
"information",2497
"street",2497
"large",2494
"april",2485
"taking",2478
"instead",2474
"monday",2471
"behind",2467
"books",2466
"court",2463
"special",2460
"couple",2456
"summer",2448
"power",2437
"officials",2430
"quite",2428
"given",2392
"series",2392
"writing",2392
"mean",2382
"talk",2381
"guys",2379
"rather",2377
"words",2366
"john",2362
"country",2361
"share",2358
"cut",2355
"seen",2350
"seems",2325
"project",2319
"points",2318
"games",2312
"mr",2311
"future",2307
"turn",2303
"york",2297
"true",2295
"child",2289
"third",2288
"important",2286
"watch",2286
"men",2279
"six",2274
"they're",2263
"whether",2259
"question",2257
"across",2254
"experience",2253
"phone",2253
"looks",2250
"federal",2247
"move",2243
"road",2239
"else",2238
"movie",2228
"sometimes",2221
"body",2220
"running",2219
"bring",2217
"favorite",2214
"art",2209
"south",2208
"list",2205
"playing",2203
"late",2201
"sunday",2199
"pay",2198
"either",2196
"saturday",2193
"leave",2192
"beautiful",2191
"s",2191
"beer",2174
"members",2171
"stay",2165
"matter",2163
"means",2161
"mother",2160
"ready",2159
"hear",2154
"felt",2150
"red",2147
"guy",2146
"knew",2146
"market",2145
"tomorrow",2143
"bill",2138
"especially",2133
"needs",2133
"tax",2133
"finally",2122
"amazing",2120
"decided",2117
"outside",2117
"light",2100
"near",2096
"thursday",2094
"death",2091
"buy",2074
"college",2073
"close",2071
"following",2071
"forward",2062
"cool",2049
"report",2048
"problem",2047
"didn’t",2043
"district",2043
"living",2043
"reading",2043
"green",2042
"ask",2037
"added",2035
"easy",2031
"general",2024
"taken",2021
"history",2018
"rest",2017
"north",2015
"word",2015
"heard",2014
"played",2011
"wasn't",2010
"miss",2008
"hand",1999
"began",1995
"possible",1994
"needed",1993
"i’ve",1985
"d",1984
"feeling",1982
"reason",1979
"among",1978
"system",1978
"starting",1974
"town",1966
"isn't",1965
"watching",1964
"order",1963
"woman",1962
"gave",1961
"short",1960
"front",1957
"event",1950
"moment",1947
"fall",1946
"issue",1945
"i'd",1943
"perfect",1943
"parents",1940
"above",1938
"shot",1938
"pick",1923
"twitter",1923
"process",1920
"although",1913
"film",1902
"hour",1900
"visit",1899
"within",1898
"ohio",1897
"video",1897
"building",1895
"tried",1894
"stuff",1892
"baby",1890
"lives",1890
"thinking",1890
"space",1889
"final",1887
"that’s",1883
"awesome",1881
"wish",1876
"goes",1866
"wrong",1862
"eyes",1858
"medical",1857
"inside",1856
"chance",1854
"won't",1850
"wants",1847
"social",1844
"talking",1820
"worth",1820
"deal",1816
"online",1816
"write",1814
"age",1813
"hot",1813
"paper",1813
"create",1811
"works",1811
"director",1809
"excited",1809
"understand",1806
"expected",1803
"hey",1798
"looked",1798
"wonderful",1798
"enjoy",1796
"plans",1791
"happen",1787
"record",1785
"west",1785
"single",1784
"tuesday",1783
"economic",1773
"takes",1773
"eat",1769
"strong",1769
"march",1766
"sweet",1759
"worked",1756
"states",1754
"picture",1750
"email",1749
"fire",1749
"card",1746
"gets",1744
"walk",1744
"chief",1743
"recent",1741
"wife",1735
"lead",1727
"meeting",1725
"schools",1724
"nearly",1722
"provide",1709
"interesting",1691
"learn",1685
"companies",1683
"san",1677
"political",1675
"energy",1674
"loved",1674
"answer",1673
"clear",1671
"perhaps",1671
"meet",1670
"education",1667
"spent",1663
"himself",1660
"per",1660
"coach",1658
"based",1657
"human",1652
"players",1650
"billion",1649
"spring",1649
"w",1649
"available",1642
"level",1642
"department",1638
"known",1638
"birthday",1636
"staff",1634
"challenge",1626
"jobs",1625
"received",1622
"club",1620
"simple",1617
"mom",1615
"major",1614
"break",1612
"oil",1606
"act",1604
"im",1597
"services",1595
"sense",1594
"seven",1594
"price",1588
"can’t",1585
"include",1585
"father",1582
"issues",1581
"shows",1578
"led",1577
"son",1577
"held",1569
"drive",1562
"turned",1558
"yearold",1558
"finished",1554
"guess",1551
"cleveland",1550
"definitely",1545
"race",1545
"gone",1544
"field",1542
"media",1539
"stories",1539
"tv",1539
"earlier",1535
"ones",1535
"yeah",1533
"cannot",1524
"dr",1524
"council",1523
"seem",1521
"yourself",1521
"career",1515
"hold",1515
"church",1513
"recently",1513
"brown",1512
"girls",1512
"cause",1511
"christmas",1508
"hair",1505
"research",1500
"song",1500
"questions",1499
"boy",1494
"won",1494
"sent",1493
"form",1492
"character",1491
"sorry",1489
"war",1487
"loss",1486
"simply",1486
"bed",1484
"budget",1483
"happened",1482
"seeing",1482
"sports",1481
"dinner",1480
"usually",1479
"louis",1477
"giving",1474
"likely",1474
"success",1472
"member",1470
"despite",1467
"ways",1466
"wednesday",1466
"message",1465
"rock",1459
"further",1455
"lots",1454
"door",1453
"moving",1448
"cover",1441
"cost",1438
"david",1438
"she's",1438
"huge",1437
"became",1436
"continue",1435
"blue",1433
"fine",1432
"personal",1432
"spend",1432
"helped",1430
"residents",1428
"main",1426
"sound",1426
"itself",1425
"campaign",1424
"haha",1423
"fresh",1420
"sun",1417
"feet",1415
"piece",1415
"wrote",1415
"sleep",1413
"longer",1410
"problems",1408
"waiting",1407
"financial",1406
"heat",1400
"average",1397
"conference",1397
"goal",1394
"yesterday",1392
"mark",1391
"amount",1389
"industry",1386
"themselves",1385
"fans",1384
"what's",1382
"met",1381
"vote",1380
"brought",1379
"cold",1379
"died",1379
"projects",1378
"hate",1376
"action",1372
"haven't",1369
"website",1368
"whose",1368
"daughter",1362
"entire",1362
"gonna",1362
"moved",1359
"beach",1358
"land",1358
"wine",1356
"ok",1355
"page",1350
"doesn’t",1343
"teams",1343
"fourth",1338
"band",1327
"current",1326
"due",1326
"hands",1323
"b",1321
"coffee",1320
"crazy",1320
"offer",1317
"example",1313
"paid",1311
"united",1307
"air",1306
"boys",1306
"rate",1305
"middle",1304
"dark",1303
"floor",1300
"photo",1297
"interest",1295
"we've",1295
"defense",1294
"executive",1291
"whatever",1291
"facebook",1288
"plus",1288
"similar",1287
"save",1286
"begin",1285
"round",1285
"role",1284
"site",1284
"portland",1283
"james",1282
"popular",1281
"dead",1280
"chicken",1279
"couldn't",1277
"california",1275
"leaving",1274
"bar",1273
"press",1273
"development",1272
"ideas",1271
"“",1270
"legal",1269
"wonder",1269
"date",1267
"products",1266
"opportunity",1264
"league",1262
"football",1261
"certain",1260
"river",1260
"you’re",1259
"pass",1258
"paul",1258
"result",1258
"travel",1258
"control",1256
"low",1254
"trip",1254
"attention",1252
"sister",1249
"dog",1248
"opening",1247
"training",1247
"washington",1247
"higher",1246
"runs",1243
"�",1240
"sitting",1240
"knows",1237
"practice",1237
"kept",1234
"view",1230
"beat",1229
"events",1229
"miles",1228
"written",1227
"“i",1226
"cup",1226
"june",1226
"learning",1225
"build",1223
"eight",1221
"difficult",1219
"deep",1216
"toward",1214
"forget",1213
"bottom",1212
"choice",1211
"east",1211
"step",1211
"focus",1210
"alone",1209
"obama",1209
"style",1209
"tour",1206
"involved",1205
"republican",1205
"oregon",1204
"jesus",1203
"beginning",1202
"central",1201
"certainly",1201
"teacher",1200
"chicago",1198
"sort",1195
"allow",1193
"he’s",1193
"design",1191
"details",1191
"international",1191
"quickly",1191
"upon",1191
"decision",1190
"stand",1190
"send",1187
"ball",1186
"bought",1184
"consider",1184
"let's",1183
"private",1183
"complete",1182
"eating",1181
"return",1179
"passed",1178
"husband",1177
"position",1177
"learned",1176
"welcome",1176
"sit",1175
"star",1174
"various",1173
"afternoon",1171
"effort",1171
"safety",1171
"key",1169
"items",1168
"reported",1164
"sign",1164
"test",1164
"weather",1164
"jersey",1162
"ability",1159
"note",1159
"sounds",1159
"manager",1158
"present",1158
"bowl",1155
"voice",1152
"below",1150
"choose",1150
"double",1150
"la",1149
"texas",1148
"base",1147
"fan",1147
"changes",1146
"color",1146
"created",1146
"america",1145
"numbers",1143
"shit",1142
"fast",1141
"military",1141
"total",1141
"join",1139
"technology",1139
"fight",1138
"spending",1137
"includes",1136
"kitchen",1136
"box",1133
"busy",1133
"title",1133
"funny",1132
"marriage",1131
"collection",1129
"hospital",1129
"exactly",1128
"wall",1127
"relationship",1126
"lunch",1124
"rights",1124
"changed",1123
"finish",1123
"quality",1123
"reports",1122
"beyond",1121
"ground",1121
"pain",1121
"type",1121
"security",1119
"ahead",1118
"extra",1118
"society",1117
"ended",1116
"address",1115
"trust",1115
"lake",1114
"version",1110
"chocolate",1109
"minute",1108
"“the",1107
"completely",1107
"player",1107
"gift",1099
"shop",1096
"ice",1093
"hurt",1091
"value",1089
"seemed",1087
"figure",1084
"association",1082
"daily",1080
"serious",1079
"followed",1077
"truth",1076
"customers",1075
"starts",1074
"glad",1073
"period",1073
"served",1073
"anyway",1072
"okay",1070
"onto",1069
"scene",1065
"mix",1064
"super",1062
"taste",1062
"via",1062
"owner",1061
"statement",1061
"poor",1059
"fear",1058
"table",1057
"born",1053
"pictures",1053
"brother",1051
"employees",1051
"gives",1050
"comments",1049
"plays",1049
"we'll",1049
"article",1045
"evidence",1045
"named",1044
"ran",1044
"spot",1044
"stage",1042
"wearing",1041
"drop",1040
"dance",1039
"finding",1039
"tough",1038
"cream",1037
"parts",1037
"original",1036
"whom",1036
"sat",1033
"judge",1029
"officer",1029
"response",1029
"throughout",1029
"comment",1027
"recipe",1026
"sales",1026
"allowed",1021
"natural",1021
"grow",1019
"c",1018
"internet",1014
"chris",1013
"tweet",1013
"families",1012
"size",1011
"results",1008
"track",1008
"you'll",1008
"seriously",1007
"student",1007
"nine",1006
"goals",1005
"rules",1005
"there’s",1005
"meant",1002
"rose",1002
"access",1001
"sell",1001
"physical",999
"released",999
"king",998
"telling",996
"fell",994
"increase",994
"sugar",994
"positive",993
"selling",991
"restaurant",989
"kid",988
"lovely",988
"common",987
"programs",987
"policy",985
"approach",984
"production",984
"session",984
"dream",983
"situation",983
"considered",981
"leaders",981
"reach",981
"particularly",979
"study",979
"healthy",978
"costs",976
"eye",976
"lose",975
"p",975
"force",973
"rain",973
"rich",973
"straight",973
"hearing",972
"grew",971
"wouldn't",971
"expect",969
"release",969
"fill",968
"mostly",967
"annual",966
"investigation",965
"wear",965
"hell",964
"attorney",961
"evening",961
"groups",961
"interested",961
"photos",961
"workers",960
"sold",959
"x",958
"asking",956
"enjoyed",956
"eventually",956
"luck",956
"officers",956
"apparently",952
"nature",952
"committee",950
"data",950
"showed",950
"difference",948
"senior",948
"lord",947
"official",947
"english",943
"opened",940
"author",939
"missed",938
"bag",937
"bridge",937
"blood",936
"homes",934
"sauce",933
"glass",930
"truly",929
"contract",928
"offers",928
"ya",928
"particular",927
"proud",926
"christie",925
"bigger",924
"feels",924
"joe",924
"review",924
"bus",923
"salt",923
"isn’t",922
"places",919
"radio",918
"absolutely",917
"faith",917
"image",917
"previous",916
"walked",916
"january",914
"mine",914
"cute",913
"fit",913
"included",913
"married",913
"union",913
"characters",912
"drink",912
"stores",911
"growing",909
"performance",909
"speak",909
"necessary",907
"spirit",907
"�",906
"stopped",906
"garden",905
"happens",905
"walking",904
"die",902
"august",901
"grade",901
"agree",900
"failed",900
"wow",900
"leader",899
"mike",899
"search",899
"cheese",898
"draft",898
"gold",898
"marketing",897
"they’re",897
"los",896
"award",895
"calls",895
"caught",895
"earth",893
"features",893
"bank",892
"killed",892
"losing",892
"n",892
"election",891
"immediately",891
"interview",891
"biggest",890
"computer",890
"michael",889
"winter",889
"regular",887
"de",886
"etc",886
"pieces",886
"we’re",886
"bay",885
"records",885
"writer",885
"i’ll",883
"library",883
"sad",883
"thoughts",883
"filled",882
"block",881
"wasn’t",881
"winning",881
"americans",879
"valley",879
"effect",878
"foot",878
"grand",878
"leaves",878
"skin",878
"account",877
"anymore",876
"apple",876
"built",875
"dad",875
"impact",875
"authorities",874
"listen",874
"justice",873
"teachers",873
"hotel",871
"sex",871
"e",870
"tea",870
"nights",869
"lower",867
"closed",866
"trade",864
"doubt",863
"hall",863
"aren't",862
"calling",862
"product",861
"receive",860
"winner",860
"imagine",858
"knowledge",858
"potential",858
"published",858
"camp",857
"hoping",855
"ass",854
"contact",854
"quick",854
"twice",854
"july",853
"none",853
"hill",852
"totally",851
"creating",849
"kill",848
"secret",848
"damn",847
"tree",847
"driving",846
"missing",845
"lack",844
"majority",844
"smith",844
"worse",842
"areas",840
"charges",840
"robert",840
"gas",839
"highly",839
"k",838
"smile",838
"stars",838
"comfortable",837
"m",837
"posted",837
"lines",836
"announced",835
"i’d",835
"designed",834
"easily",833
"lucky",831
"advice",830
"you've",830
"greater",828
"holiday",828
"christian",827
"tired",827
"raised",826
"term",825
"cases",823
"congress",823
"fair",823
"stadium",822
"required",821
"santa",820
"cake",819
"organization",819
"offered",818
"risk",818
"cards",817
"property",817
"scored",816
"johnson",815
"british",814
"civil",814
"except",813
"touch",813
"science",812
"journey",811
"mention",811
"movement",811
"shopping",810
"attack",809
"investment",809
"catch",807
"raise",805
"shooting",805
"cuts",804
"safe",804
"helping",803
"orange",803
"clean",802
"realize",802
"warm",801
"audience",800
"honor",800
"angeles",799
"quarter",799
"closer",798
"faces",798
"significant",798
"wanna",798
"lived",797
"baseball",796
"serve",796
"authority",795
"showing",795
"traditional",794
"here's",793
"remain",793
"readers",792
"album",791
"actual",790
"rice",790
"subject",790
"throw",790
"addition",789
"songs",789
"arrived",788
"criminal",788
"mayor",788
"rates",788
"rep",786
"score",785
"square",785
"agreed",784
"reality",784
"latest",783
"weight",783
"construction",782
"traffic",782
"becoming",781
"currently",781
"wild",781
"economy",780
"seat",780
"obviously",779
"golden",778
"creative",774
"direction",774
"fashion",774
"folks",774
"largest",774
"lady",773
"listening",773
"missouri",773
"voters",773
"fund",772
"r",771
"thousands",771
"sale",770
"doctor",769
"cancer",768
"link",768
"ticket",768
"slow",767
"q",766
"sick",766
"dont",765
"plenty",765
"island",764
"supposed",764
"butter",763
"culture",763
"novel",762
"station",762
"terms",762
"flowers",761
"christ",760
"headed",760
"speaking",760
"clearly",759
"downtown",759
"florida",759
"republicans",757
"successful",757
"benefit",756
"senate",756
"stock",756
"paying",755
"driver",754
"text",752
"growth",751
"loves",751
"older",751
"push",751
"watched",750
"wide",749
"avenue",748
"turns",748
"worry",747
"attempt",746
"worst",745
"chinese",744
"ur",743
"wedding",743
"guard",742
"unique",742
"smaller",741
"crime",740
"putting",740
"additional",739
"income",738
"pair",738
"'s",737
"trouble",737
"moments",736
"normal",732
"brand",731
"nfl",731
"skills",731
"management",730
"french",729
"modern",729
"reasons",729
"picked",728
"target",728
"coast",727
"jim",727
"peace",727
"fuck",726
"trees",726
"caused",725
"surprised",725
"tickets",725
"cook",724
"avoid",723
"count",723
"dropped",723
"prices",723
"related",723
"camera",722
"credit",721
"levels",721
"possibly",721
"classic",720
"injuries",720
"sea",720
"won’t",720
"decide",719
"dear",718
"agency",717
"spread",717
"trial",716
"classes",715
"insurance",714
"network",714
"younger",714
"debate",712
"degree",711
"israel",711
"professor",711
"soul",711
"fellow",710
"knowing",710
"approved",708
"easier",708
"arms",706
"developed",705
"ingredients",705
"arizona",703
"leading",703
"pop",703
"remove",702
"schedule",702
"ends",701
"overall",701
"resources",701
"shoes",701
"towards",701
"nor",700
"ourselves",700
"plants",700
"revenue",700
"ten",700
"decisions",698
"february",698
"forced",698
"hopefully",698
"individual",698
"specific",698
"liked",697
"mountain",697
"steve",697
"stupid",697
"systems",697
"holding",693
"episode",692
"option",692
"turning",692
"treat",691
"larger",690
"quiet",690
"taxes",690
"clothes",689
"realized",689
"williams",689
"appropriate",687
"claim",687
"improve",687
"ride",687
"seconds",687
"commercial",686
"brain",685
"section",685
"writers",685
"dollars",684
"treatment",684
"everyday",683
"freedom",683
"dress",682
"cooking",681
"plastic",681
"committed",680
"milk",680
"restaurants",680
"jan",679
"protection",679
"carry",678
"understanding",678
"tom",677
"administration",675
"owners",675
"meat",674
"streets",674
"appreciate",673
"forever",673
"pack",672
"plant",672
"standing",672
"gay",671
"region",671
"francisco",670
"millions",670
"memory",669
"museum",668
"neither",668
"gov",667
"professional",667
"sites",667
"filed",666
"separate",666
"compared",665
"heading",665
"shoot",665
"uk",665
"chosen",664
"bread",663
"followers",663
"crowd",662
"enter",662
"nobody",662
"elected",661
"g",660
"london",660
"posts",660
"assistant",659
"breakfast",659
"dry",659
"scott",659
"agencies",658
"google",658
"protect",658
"tiny",658
"female",657
"november",657
"options",656
"respect",656
"excellent",655
"joined",655
"unless",655
"directly",654
"ha",654
"craft",653
"rule",653
"train",653
"adding",652
"model",652
"movies",652
"nation",652
"planning",652
"artist",651
"indeed",651
"talked",651
"battle",650
"concerns",649
"broke",648
"commission",648
"speech",648
"willing",648
"artists",647
"corner",647
"meaning",647
"roll",647
"setting",647
"slightly",647
"activities",646
"allows",646
"charge",646
"china",646
"helps",646
"inspired",646
"names",646
"produce",646
"global",645
"heavy",645
"language",645
"pages",645
"critical",644
"keeping",644
"patients",644
"wake",644
"capital",643
"feature",643
"jr",643
"letter",642
"loving",642
"strength",642
"continued",641
"lately",641
"earned",640
"literally",640
"mouth",640
"signed",640
"content",639
"honest",637
"magic",637
"december",636
"assembly",635
"charged",635
"famous",635
"parties",635
"blazers",634
"breaking",634
"gotta",634
"mad",634
"pressure",634
"provided",633
"range",633
"complex",632
"dreams",632
"theme",632
"baking",631
"hi",631
"challenges",630
"generally",630
"singing",630
"buying",629
"coverage",629
"cross",629
"october",629
"cars",628
"noticed",628
"championship",627
"shown",627
"george",626
"yards",626
"arrested",625
"becomes",625
"knee",625
"population",625
"appeared",622
"bike",622
"crisis",622
"unfortunately",622
"surgery",621
"bob",620
"digital",620
"jack",620
"kansas",620
"martin",620
"competition",619
"joy",619
"youth",619
"gotten",618
"“we",617
"tips",617
"bills",616
"notes",616
"pounds",616
"vice",616
"awards",615
"brings",615
"match",615
"fantastic",614
"gop",614
"accept",613
"candidate",613
"edge",612
"nd",612
"paint",612
"scheduled",612
"housing",611
"extremely",609
"limited",609
"uses",609
"basically",608
"notice",608
"taught",608
"yellow",607
"basketball",606
"benefits",606
"cash",606
"explain",605
"shape",604
"window",603
"everybody",602
"reached",602
"spokesman",602
"teach",602
"murder",601
"otherwise",601
"southern",601
"basic",600
"jump",600
"leadership",600
"letting",600
"smoke",600
"funds",599
"somehow",599
"thinks",599
"vehicle",599
"bright",598
"increased",597
"self",597
"corporate",596
"measure",596
"religious",596
"sharing",596
"teaching",596
"estate",595
"wouldn’t",595
"continues",594
"dan",594
"exciting",594
"focused",594
"requires",594
"shots",593
"therefore",593
"era",592
"hang",592
"laws",592
"purpose",592
"combined",591
"opportunities",591
"variety",591
"covered",590
"multiple",590
"slowly",590
"thick",590
"brothers",588
"chef",588
"fish",588
"hundreds",587
"previously",587
"division",586
"tears",586
"l",585
"defensive",584
"entry",584
"fruit",584
"promise",584
"appear",583
"congrats",583
"egg",583
"expensive",583
"matt",583
"phoenix",583
"tend",583
"arts",581
"delicious",581
"talent",581
"tells",581
"aware",580
"efforts",580
"herself",580
"laugh",580
"gain",579
"greatest",579
"powerful",579
"salad",579
"signs",579
"van",579
"films",578
"foundation",578
"hopes",578
"images",578
"olive",578
"apart",577
"jones",577
"speaker",576
"theatre",576
"champion",575
"chose",575
"flat",575
"omg",575
"votes",575
"democratic",574
"fifth",574
"television",574
"charles",573
"illegal",573
"adam",572
"baltimore",572
"drug",572
"governor",572
"killing",572
"o",572
"prepared",572
"pull",572
"source",572
"studio",572
"violence",572
"beauty",571
"inc",571
"menu",571
"funding",570
"hello",570
"license",570
"solid",570
"broken",569
"legs",569
"purchase",568
"changing",567
"mentioned",566
"speed",566
"thus",566
"animals",565
"colors",565
"dc",565
"bunch",564
"figured",564
"somewhat",564
"begins",563
"claimed",563
"crew",563
"drew",563
"fat",563
"flight",562
"net",561
"planned",561
"struck",561
"likes",560
"remaining",560
"couldn’t",559
"pizza",559
"advantage",558
"airport",558
"exercise",558
"pan",558
"standard",558
"connection",557
"cutting",557
"exchange",557
"meal",557
"surprise",557
"today's",557
"background",556
"birth",556
"kick",556
"moon",556
"vegetables",556
"balance",554
"businesses",554
"ending",554
"hits",554
"j",554
"soup",554
"spoke",554
"stood",554
"entertainment",553
"grace",553
"shall",553
"township",553
"besides",552
"copy",552
"fucking",552
"juice",552
"stick",552
"bags",551
"boat",551
"claims",550
"emergency",550
"parking",550
"request",550
"till",550
"who's",550
"conversation",549
"leg",549
"path",549
"rd",549
"update",549
"bottle",548
"hasn't",548
"managed",548
"stuck",548
"vision",548
"visiting",548
"cast",547
"doors",546
"individuals",546
"serving",546
"weird",546
"agreement",545
"code",545
"denver",545
"info",545
"location",545
"opinion",545
"web",545
"rise",544
"atlanta",543
"eggs",543
"fewer",543
"admit",542
"cities",542
"fired",542
"primary",542
"dangerous",541
"fox",541
"incredible",541
"vacation",541
"encourage",540
"fighting",540
"pink",540
"disease",539
"sides",539
"europe",538
"plate",538
"stir",538
"century",537
"pool",537
"appears",536
"dishes",536
"grown",536
"consumer",535
"democrats",535
"host",535
"suggested",535
"vs",535
"emotional",534
"experiences",534
"mile",534
"western",534
"easter",533
"pulled",533
"aside",532
"mental",532
"richard",532
"soft",532
"wood",532
"ensure",531
"firm",531
"regardless",531
"stands",531
"citizens",530
"handle",530
"direct",529
"oven",529
"refused",529
"male",528
"village",527
"appearance",526
"condition",526
"we’ve",526
"aid",525
"believes",525
"co",525
"jackson",525
"meanwhile",525
"providing",525
"journal",524
"miami",524
"passing",524
"ladies",523
"leads",523
"parent",522
"anywhere",521
"fix",521
"studies",521
"threw",521
"alive",520
"metal",520
"pace",520
"september",520
"discussion",519
"familiar",519
"placed",519
"attend",518
"effective",518
"evil",518
"fully",518
"sky",518
"concept",517
"guilty",517
"obvious",517
"packed",517
"prison",517
"theater",517
"adults",516
"austin",516
"draw",516
"experts",516
"flavors",516
"holy",516
"typically",516
"carolina",515
"equipment",515
"facts",515
"moves",515
"labor",514
"sending",514
"somewhere",514
"actions",513
"bet",513
"creation",513
"dude",513
"lets",513
"listed",513
"stamp",513
"weapon",513
"enforcement",512
"provides",512
"shared",511
"beers",510
"explore",510
"ben",509
"concerned",509
"failure",509
"graduate",509
"suffering",509
"abuse",508
"carried",508
"click",508
"dogs",508
"farm",508
"nba",508
"snow",508
"believed",507
"neighborhood",507
"originally",507
"pot",507
"associated",506
"mexico",506
"native",506
"she’s",506
"smart",506
"afford",505
"drawn",505
"factor",505
"guide",505
"howard",505
"materials",505
"presence",505
"beef",504
"seeking",504
"william",504
"presidential",503
"prize",503
"queen",503
"wilson",503
"gym",502
"horse",502
"matters",502
"miller",502
"nonprofit",502
"bird",501
"year's",500
"houston",499
"owned",499
"considering",498
"desire",498
"develop",498
"drinking",498
"politics",498
"proposal",498
"urban",498
"canada",497
"inch",497
"master",497
"posting",497
"victims",497
