"WORD","FREQ"
"agree",1244
"gold",1244
"justice",1242
"officers",1242
"mayor",1241
"union",1241
"joe",1239
"account",1237
"imagine",1237
"bay",1236
"filled",1233
"block",1232
"necessary",1232
"interview",1231
"particular",1231
"bus",1230
"leaves",1229
"watched",1229
"robert",1228
"built",1227
"receive",1227
"thoughts",1227
"anymore",1226
"calling",1226
"songs",1225
"selling",1224
"election",1222
"radio",1220
"tree",1220
"glass",1219
"married",1219
"potential",1219
"programs",1218
"trade",1217
"opened",1214
"currently",1212
"calls",1210
"warm",1210
"august",1209
"grade",1209
"album",1208
"fair",1208
"missing",1208
"official",1208
"losing",1207
"bridge",1205
"areas",1204
"bigger",1204
"impact",1204
"shopping",1203
"tea",1202
"risk",1201
"sold",1200
"computer",1199
"raise",1199
"except",1197
"smile",1195
"movement",1194
"ass",1193
"clean",1193
"hotel",1193
"lack",1193
"property",1193
"quick",1193
"physical",1192
"doctor",1191
"faith",1191
"hill",1191
"required",1190
"we’re",1190
"apple",1189
"k",1188
"tickets",1188
"contact",1187
"winner",1187
"winning",1186
"gas",1185
"announced",1183
"posted",1183
"sauce",1183
"biggest",1182
"spirit",1182
"i’ll",1181
"orange",1181
"immediately",1180
"offered",1179
"absolutely",1178
"kill",1176
"mike",1176
"organization",1176
"audience",1173
"camp",1173
"christie",1172
"regular",1171
"cases",1170
"they’re",1170
"search",1169
"secret",1167
"award",1166
"failed",1166
"showed",1166
"easily",1165
"scored",1164
"largest",1160
"francisco",1156
"nor",1156
"reasons",1156
"successful",1155
"weight",1155
"fill",1154
"construction",1151
"lived",1151
"push",1151
"americans",1150
"los",1150
"realize",1150
"target",1150
"authorities",1149
"slow",1149
"science",1148
"reality",1147
"advice",1146
"catch",1145
"grand",1145
"writer",1145
"dollars",1144
"management",1144
"damn",1139
"cards",1137
"hoping",1137
"january",1134
"twice",1134
"link",1130
"i’d",1129
"designed",1128
"putting",1128
"july",1127
"model",1127
"r",1127
"worst",1124
"island",1123
"revenue",1123
"wanna",1122
"mention",1121
"lucky",1120
"marketing",1119
"published",1119
"headed",1118
"sick",1117
"george",1116
"term",1115
"helping",1113
"here's",1111
"loves",1110
"station",1109
"attempt",1107
"worry",1107
"butter",1105
"christian",1105
"'s",1104
"holiday",1104
"novel",1103
"seat",1102
"wide",1102
"shooting",1101
"attack",1099
"guard",1097
"latest",1097
"stores",1097
"comfortable",1096
"honor",1094
"keeping",1094
"safe",1094
"terms",1094
"classes",1092
"creating",1089
"ticket",1089
"crime",1086
"planning",1085
"remain",1085
"plenty",1084
"arrived",1083
"cake",1079
"listening",1078
"stars",1074
"arizona",1073
"avenue",1071
"square",1071
"coast",1070
"administration",1069
"forever",1069
"holding",1069
"peace",1069
"fat",1068
"overall",1068
"score",1068
"actual",1066
"angeles",1066
"agreed",1065
"benefit",1065
"m",1065
"picked",1064
"produce",1064
"showing",1063
"subject",1063
"moments",1062
"slightly",1061
"degree",1059
"obviously",1058
"stock",1058
"unique",1058
"throw",1057
"younger",1057
"culture",1056
"french",1056
"hopefully",1056
"creative",1055
"steve",1055
"journey",1054
"adding",1053
"features",1053
"network",1053
"protect",1053
"congress",1052
"fashion",1052
"highly",1052
"february",1051
"speaking",1051
"income",1050
"lady",1050
"readers",1049
"turns",1049
"supposed",1047
"cancer",1046
"williams",1045
"nights",1044
"debate",1043
"region",1042
"trouble",1042
"rep",1041
"folks",1039
"match",1039
"christ",1038
"dont",1038
"johnson",1038
"december",1037
"clearly",1036
"talked",1035
"benefits",1034
"knowledge",1033
"skills",1032
"text",1031
"older",1029
"senate",1029
"addition",1028
"brain",1028
"realized",1028
"owners",1027
"speech",1027
"rice",1025
"voters",1025
"heavy",1024
"seconds",1024
"authority",1021
"closer",1021
"leading",1021
"credit",1020
"smaller",1020
"trees",1019
"decide",1018
"decisions",1018
"fuck",1018
"ur",1016
"broke",1015
"british",1014
"corner",1014
"thousands",1014
"indeed",1012
"notes",1012
"neither",1011
"dear",1010
"millions",1010
"insurance",1009
"sale",1009
"stadium",1009
"additional",1008
"liked",1008
"spread",1008
"window",1008
"towards",1007
"language",1003
"improve",1002
"arrested",1001
"investment",999
"downtown",998
"faces",998
"nfl",997
"trial",997
"agency",996
"dry",996
"airport",995
"baseball",995
"helps",995
"inspired",995
"criminal",994
"modern",993
"nobody",992
"flowers",991
"serving",991
"wild",991
"golden",990
"brand",989
"bread",988
"forced",988
"caused",987
"continues",987
"menu",987
"santa",987
"clothes",986
"standing",986
"chinese",983
"camera",982
"charged",979
"jones",979
"wedding",979
"battle",978
"dropped",977
"tom",977
"ten",976
"becoming",975
"driver",973
"fellow",973
"missouri",973
"soul",973
"cooking",972
"levels",972
"patients",972
"setting",971
"jim",970
"q",968
"civil",967
"treatment",967
"willing",967
"cash",966
"championship",966
"democrats",966
"larger",966
"reached",965
"singing",965
"dress",964
"meanwhile",964
"florida",963
"ourselves",963
"related",963
"cook",962
"episode",962
"prices",961
"rates",961
"easier",960
"greater",960
"ah",959
"appears",959
"letter",959
"paying",958
"google",957
"individual",957
"normal",955
"injuries",954
"significant",954
"taxes",954
"treat",954
"everybody",953
"professional",953
"signed",953
"classic",952
"cuts",952
"provided",952
"becomes",949
"quiet",948
"ride",948
"gay",947
"aware",945
"mountain",945
"plant",945
"traditional",945
"heading",944
"november",944
"stupid",944
"focused",943
"artist",942
"buying",942
"names",942
"nd",942
"pair",942
"coverage",941
"leadership",941
"activities",940
"count",940
"followers",939
"shoot",939
"jan",937
"chosen",935
"possibly",935
"charge",933
"measure",933
"ends",932
"van",932
"commercial",931
"lately",931
"rule",931
"managed",929
"prison",929
"remove",929
"avoid",927
"understanding",927
"arms",926
"content",926
"tells",926
"ingredients",925
"traffic",925
"won’t",925
"jr",924
"breakfast",923
"direction",923
"directly",922
"limited",921
"shape",921
"unfortunately",921
"failure",920
"milk",920
"pop",920
"sea",920
"israel",919
"exciting",918
"famous",918
"movies",918
"hopes",917
"increased",917
"shots",916
"surprised",916
"joy",915
"streets",915
"fund",914
"knee",914
"spoke",914
"enter",913
"turning",913
"appeared",912
"sharing",912
"republicans",910
"efforts",907
"explain",907
"professor",907
"fish",906
"hi",906
"basketball",905
"housing",905
"jack",905
"options",905
"train",905
"appreciate",904
"dogs",904
"resources",903
"knowing",902
"gop",901
"pressure",901
"funding",900
"pulled",900
"conversation",899
"earned",899
"previously",899
"section",899
"shoes",899
"respect",897
"gotta",894
"nation",894
"developed",893
"global",893
"magic",893
"colors",892
"tiny",892
"literally",891
"gotten",890
"shown",890
"businesses",888
"dreams",888
"yards",888
"ha",887
"strength",887
"extremely",886
"carry",885
"mentioned",885
"freedom",884
"fruit",882
"roll",882
"claim",880
"powerful",880
"murder",879
"excellent",878
"edge",876
"southern",876
"appear",875
"pages",875
"plants",874
"meat",873
"population",873
"signs",873
"china",872
"crisis",872
"noticed",872
"tips",872
"flight",871
"mad",871
"schedule",871
"uk",871
"snow",870
"tears",870
"uses",870
"compared",869
"charles",868
"craft",868
"smoke",868
"theme",868
"joined",867
"october",866
"plastic",866
"accept",865
"inc",865
"option",865
"range",864
"festival",863
"loving",863
"mouth",863
"cars",862
"guilty",862
"laugh",862
"meaning",862
"vice",862
"brings",861
"planned",861
"require",861
"unless",860
"assembly",859
"generally",859
"baltimore",858
"opportunities",858
"writers",858
"kansas",857
"agreement",856
"parties",856
"o",855
"filed",854
"somehow",854
"honest",853
"likes",853
"surgery",853
"approved",852
"complex",852
"crowd",852
"delicious",852
"division",852
"posts",852
"capital",851
"bright",850
"democratic",850
"everyday",850
"basically",849
"thus",849
"variety",849
"matt",848
"pink",848
"systems",848
"congrats",847
"london",847
"firm",846
"notice",846
"vision",846
"continued",845
"western",845
"baking",844
"spokesman",844
"theater",844
"allows",843
"concerns",843
"museum",843
"stuck",843
"religious",839
"separate",839
"yellow",839
"digital",838
"bob",837
"therefore",837
"cross",836
"specific",836
"wind",836
"gov",834
"wake",834
"greatest",833
"memory",832
"pack",832
"self",832
"combined",831
"village",831
"jump",830
"omg",830
"keeps",829
"factor",828
"sides",828
"thinks",827
"foundation",826
"seeking",826
"candidate",825
"egg",825
"era",825
"handle",825
"otherwise",825
"taught",825
"victory",825
"apart",824
"competition",824
"purpose",824
"chef",823
"elected",822
"shall",822
"expensive",821
"rd",821
"sites",821
"aside",820
"feature",819
"entry",818
"stick",816
"fox",814
"hang",814
"speed",814
"television",814
"funds",813
"teach",813
"carolina",811
"countries",810
"studio",810
"changing",809
"claims",809
"paint",809
"primary",809
"covered",808
"theatre",808
"begins",806
"“we",804
"broken",804
"assistant",803
"images",803
"somewhat",802
"artists",801
"fantastic",800
"meal",800
"dc",799
"exercise",799
"holy",799
"shared",799
"committed",798
"martin",798
"cast",797
"hasn't",797
"moon",797
"standard",797
"concerned",796
"estate",796
"phoenix",796
"couldn’t",795
"drew",795
"victims",795
"surprise",794
"advantage",793
"scott",793
"solid",793
"till",792
"blazers",790
"alive",789
"master",788
"pool",788
"youth",788
"agencies",787
"appropriate",786
"entertainment",786
"female",786
"basic",785
"grown",785
"source",785
"suffered",785
"boston",784
"century",783
"connection",783
"hello",783
"leg",783
"fighting",782
"labor",781
"location",781
"parking",781
"activity",780
"path",780
"tend",780
"fucking",779
"william",779
"animal",778
"vehicle",778
"violence",778
"herself",777
"bunch",776
"killing",776
"restaurants",775
"status",775
"wood",775
"net",774
"weird",774
"adult",772
"governor",772
"beauty",771
"cities",771
"neighborhood",771
"canada",770
"flat",770
"legs",770
"remaining",770
"bet",769
"slowly",769
"breaking",768
"copy",768
"defensive",768
"environment",768
"jackson",767
"journal",767
"l",767
"talent",766
"considering",765
"pull",765
"disease",763
"massive",763
"scheduled",763
"thick",763
"claimed",762
"vacation",762
"bike",761
"commission",761
"host",761
"promise",761
"wouldn’t",761
"year's",761
"concept",760
"protection",760
"vs",760
"we’ve",760
"fees",759
"chose",758
"evil",758
"fully",758
"mile",758
"visiting",758
"co",757
"drug",757
"september",757
"balance",755
"films",755
"sending",755
"citizens",754
"soup",754
"row",753
"who's",753
"attend",750
"challenges",750
"choices",750
"soft",750
"remains",749
"arts",748
"easter",747
"eggs",747
"experts",747
"presidential",747
"refused",747
"olive",746
"regional",746
"salad",746
"update",745
"crew",744
"dan",744
"kick",744
"letting",744
"transportation",744
"usual",744
"bills",743
"brothers",743
"critical",743
"denver",743
"discuss",743
"today's",743
"besides",742
"bottle",742
"discussion",742
"fifth",742
"info",741
"laws",741
"detroit",739
"bags",738
"corporate",738
"suffering",738
"teaching",738
"beers",737
"experienced",737
"draw",735
"opinion",735
"thomas",734
"ending",733
"responsibility",733
"anywhere",732
"hundreds",732
"ladies",732
"material",732
"oven",732
"pounds",732
"prevent",732
"background",731
"gun",731
"farm",730
"birth",728
"houston",728
"pizza",727
"animals",726
"drugs",726
"horse",726
"ill",726
"mental",726
"metal",725
"prepared",725
"requires",725
"state's",725
"dangerous",724
"hole",724
"purchase",724
"europe",723
"mexico",722
"wilson",722
"admit",721
"brian",721
"owned",721
"request",721
"acting",720
"campus",720
"code",720
"ensure",720
"j",720
"sky",720
"mixed",719
"web",719
"obvious",718
"answers",717
"illegal",717
"incredible",717
"associated",716
"pan",716
